## 1
1;./yalefaces/subject01.gif.png
1;./yalefaces/subject01.glasses.png
1;./yalefaces/subject01.happy.png
1;./yalefaces/subject01.leftlight.png
1;./yalefaces/subject01.noglasses.png
1;./yalefaces/subject01.normal.png
1;./yalefaces/subject01.rightlight.png
1;./yalefaces/subject01.sad.png
1;./yalefaces/subject01.sleepy.png
1;./yalefaces/subject01.surprised.png
1;./yalefaces/subject01.wink.png
## 2
2;./yalefaces/subject02.centerlight.png
2;./yalefaces/subject02.glasses.png
2;./yalefaces/subject02.happy.png
2;./yalefaces/subject02.leftlight.png
2;./yalefaces/subject02.noglasses.png
2;./yalefaces/subject02.normal.png
2;./yalefaces/subject02.rightlight.png
2;./yalefaces/subject02.sad.png
2;./yalefaces/subject02.sleepy.png
2;./yalefaces/subject02.surprised.png
2;./yalefaces/subject02.wink.png
## 3
3;./yalefaces/subject03.centerlight.png
3;./yalefaces/subject03.glasses.png
3;./yalefaces/subject03.happy.png
3;./yalefaces/subject03.leftlight.png
3;./yalefaces/subject03.noglasses.png
3;./yalefaces/subject03.normal.png
3;./yalefaces/subject03.rightlight.png
3;./yalefaces/subject03.sad.png
3;./yalefaces/subject03.sleepy.png
3;./yalefaces/subject03.surprised.png
3;./yalefaces/subject03.wink.png
## 4
4;./yalefaces/subject04.centerlight.png
4;./yalefaces/subject04.glasses.png
4;./yalefaces/subject04.happy.png
4;./yalefaces/subject04.leftlight.png
4;./yalefaces/subject04.noglasses.png
4;./yalefaces/subject04.normal.png
4;./yalefaces/subject04.rightlight.png
4;./yalefaces/subject04.sad.png
4;./yalefaces/subject04.sleepy.png
4;./yalefaces/subject04.surprised.png
4;./yalefaces/subject04.wink.png
## 5
5;./yalefaces/subject05.centerlight.png
5;./yalefaces/subject05.glasses.png
5;./yalefaces/subject05.happy.png
5;./yalefaces/subject05.leftlight.png
5;./yalefaces/subject05.noglasses.png
5;./yalefaces/subject05.normal.png
5;./yalefaces/subject05.rightlight.png
5;./yalefaces/subject05.sad.png
5;./yalefaces/subject05.sleepy.png
5;./yalefaces/subject05.surprised.png
5;./yalefaces/subject05.wink.png
## 6
6;./yalefaces/subject06.centerlight.png
6;./yalefaces/subject06.glasses.png
6;./yalefaces/subject06.happy.png
6;./yalefaces/subject06.leftlight.png
6;./yalefaces/subject06.noglasses.png
6;./yalefaces/subject06.normal.png
6;./yalefaces/subject06.rightlight.png
6;./yalefaces/subject06.sad.png
6;./yalefaces/subject06.sleepy.png
6;./yalefaces/subject06.surprised.png
6;./yalefaces/subject06.wink.png
## 7
7;./yalefaces/subject07.centerlight.png
7;./yalefaces/subject07.glasses.png
7;./yalefaces/subject07.happy.png
7;./yalefaces/subject07.leftlight.png
7;./yalefaces/subject07.noglasses.png
7;./yalefaces/subject07.normal.png
7;./yalefaces/subject07.rightlight.png
7;./yalefaces/subject07.sad.png
7;./yalefaces/subject07.sleepy.png
7;./yalefaces/subject07.surprised.png
7;./yalefaces/subject07.wink.png
## 8
8;./yalefaces/subject08.centerlight.png
8;./yalefaces/subject08.glasses.png
8;./yalefaces/subject08.happy.png
8;./yalefaces/subject08.leftlight.png
8;./yalefaces/subject08.noglasses.png
8;./yalefaces/subject08.normal.png
8;./yalefaces/subject08.rightlight.png
8;./yalefaces/subject08.sad.png
8;./yalefaces/subject08.sleepy.png
8;./yalefaces/subject08.surprised.png
8;./yalefaces/subject08.wink.png
## 9
9;./yalefaces/subject09.centerlight.png
9;./yalefaces/subject09.glasses.png
9;./yalefaces/subject09.happy.png
9;./yalefaces/subject09.leftlight.png
9;./yalefaces/subject09.noglasses.png
9;./yalefaces/subject09.normal.png
9;./yalefaces/subject09.rightlight.png
9;./yalefaces/subject09.sad.png
9;./yalefaces/subject09.sleepy.png
9;./yalefaces/subject09.surprised.png
9;./yalefaces/subject09.wink.png
## 10
10;./yalefaces/subject10.centerlight.png
10;./yalefaces/subject10.glasses.png
10;./yalefaces/subject10.happy.png
10;./yalefaces/subject10.leftlight.png
10;./yalefaces/subject10.noglasses.png
10;./yalefaces/subject10.normal.png
10;./yalefaces/subject10.rightlight.png
10;./yalefaces/subject10.sad.png
10;./yalefaces/subject10.sleepy.png
10;./yalefaces/subject10.surprised.png
10;./yalefaces/subject10.wink.png
## 11
11;./yalefaces/subject11.centerlight.png
11;./yalefaces/subject11.glasses.png
11;./yalefaces/subject11.happy.png
11;./yalefaces/subject11.leftlight.png
11;./yalefaces/subject11.noglasses.png
11;./yalefaces/subject11.normal.png
11;./yalefaces/subject11.rightlight.png
11;./yalefaces/subject11.sad.png
11;./yalefaces/subject11.sleepy.png
11;./yalefaces/subject11.surprised.png
11;./yalefaces/subject11.wink.png
## 12
12;./yalefaces/subject12.centerlight.png
12;./yalefaces/subject12.glasses.png
12;./yalefaces/subject12.happy.png
12;./yalefaces/subject12.leftlight.png
12;./yalefaces/subject12.noglasses.png
12;./yalefaces/subject12.normal.png
12;./yalefaces/subject12.rightlight.png
12;./yalefaces/subject12.sad.png
12;./yalefaces/subject12.sleepy.png
12;./yalefaces/subject12.surprised.png
12;./yalefaces/subject12.wink.png
## 13
13;./yalefaces/subject13.centerlight.png
13;./yalefaces/subject13.glasses.png
13;./yalefaces/subject13.happy.png
13;./yalefaces/subject13.leftlight.png
13;./yalefaces/subject13.noglasses.png
13;./yalefaces/subject13.normal.png
13;./yalefaces/subject13.rightlight.png
13;./yalefaces/subject13.sad.png
13;./yalefaces/subject13.sleepy.png
13;./yalefaces/subject13.surprised.png
13;./yalefaces/subject13.wink.png
## 14
14;./yalefaces/subject14.centerlight.png
